Date,T2m_Anomaly
1976-07-12,15.432
1976-07-13,15.534
1976-07-14,15.507
1976-07-15,15.468
1976-07-16,15.47
1976-07-17,15.47
1976-07-18,15.485
1976-07-19,15.515
1976-07-20,15.552
1976-07-21,15.583
1976-07-22,15.679
1976-07-23,15.755
1976-07-24,15.783
1976-07-25,15.793
1976-07-26,15.787
1976-07-27,15.766
1976-07-28,15.786
1976-07-29,15.804
1976-07-30,15.776
1976-07-31,15.764
1976-08-01,15.696
1976-08-02,15.6
1976-08-03,15.6
1976-08-04,15.588
1976-08-05,15.56
1976-08-06,15.471
1976-08-07,15.42
1976-08-08,15.437
1976-08-09,15.576
1976-08-10,15.619
1976-08-11,15.589
1976-08-12,15.532
1976-08-13,15.529
1976-08-14,15.439
1976-08-15,15.313
1976-08-16,15.282
1976-08-17,15.319
1976-08-18,15.34
1976-08-19,15.362
1976-08-20,15.319
1976-08-21,15.3
1976-08-22,15.311
1976-08-23,15.324
1976-08-24,15.28
1976-08-25,15.214
1976-08-26,15.164
1976-08-27,15.113
1976-08-28,15.087
1976-08-29,15.073
1976-08-30,15.063
1976-08-31,15.04
1976-09-01,15.075
1976-09-02,15.164
1976-09-03,15.175
1976-09-04,15.168
1976-09-05,15.126
1976-09-06,15.074
1976-09-07,15.03
1976-09-08,14.922
1976-09-09,14.854
1976-09-10,14.835
1976-09-11,14.838
1976-09-12,14.884
1976-09-13,14.902
1976-09-14,14.919
1976-09-15,14.894
1976-09-16,14.933
1976-09-17,14.97
1976-09-18,14.894
1976-09-19,14.829
1976-09-20,14.741
1976-09-21,14.625
1976-09-22,14.519
1976-09-23,14.462
1976-09-24,14.464
1976-09-25,14.368
1976-09-26,14.319
1976-09-27,14.307
1976-09-28,14.299
1976-09-29,14.236
1976-09-30,14.258
1976-10-01,14.189
1976-10-02,14.078
1976-10-03,14.02
1976-10-04,13.962
1976-10-05,13.832
1976-10-06,13.8
1976-10-07,13.793
1976-10-08,13.778
1976-10-09,13.689
1976-10-10,13.682
1976-10-11,13.724
1976-10-12,13.661
1976-10-13,13.676
1976-10-14,13.591
1976-10-15,13.506
1976-10-16,13.43
1976-10-17,13.299
1976-10-18,13.178
1976-10-19,13.139
1976-10-20,13.079
1976-10-21,13.037
1976-10-22,13.049
1976-10-23,13.07
1976-10-24,13.085
1976-10-25,13.022
1976-10-26,12.986
1976-10-27,12.948
1976-10-28,12.932
1976-10-29,12.924
1976-10-30,12.84
1976-10-31,12.805
1976-11-01,12.824
1976-11-02,12.785
1976-11-03,12.767
1976-11-04,12.762
1976-11-05,12.714
1976-11-06,12.682
1976-11-07,12.763
1976-11-08,12.835
1976-11-09,12.78
1976-11-10,12.742
1976-11-11,12.682
1976-11-12,12.655
1976-11-13,12.634
1976-11-14,12.621
1976-11-15,12.598
1976-11-16,12.631
1976-11-17,12.628
1976-11-18,12.649
1976-11-19,12.599
1976-11-20,12.498
1976-11-21,12.423
1976-11-22,12.403
1976-11-23,12.444
1976-11-24,12.492
1976-11-25,12.435
1976-11-26,12.308
1976-11-27,12.238
1976-11-28,12.169
1976-11-29,12.12
1976-11-30,12.119
1976-12-01,12.241
1976-12-02,12.371
1976-12-03,12.366
1976-12-04,12.268
1976-12-05,12.172
1976-12-06,12.142
1976-12-07,12.135
1976-12-08,12.03
1976-12-09,11.943
1976-12-10,11.956
1976-12-11,12.047
1976-12-12,12.122
1976-12-13,12.093
1976-12-14,12.053
1976-12-15,12.076
1976-12-16,12.116
1976-12-17,12.108
1976-12-18,12.057
1976-12-19,11.97
1976-12-20,11.911
1976-12-21,11.791
1976-12-22,11.72
1976-12-23,11.761
1976-12-24,11.842
1976-12-25,11.884
1976-12-26,11.854
1976-12-27,11.823
1976-12-28,11.814
1976-12-29,11.803
1976-12-30,11.815
1976-12-31,11.781
1977-01-01,11.725
1977-01-02,11.765
1977-01-03,11.789
1977-01-04,11.829
1977-01-05,11.894
1977-01-06,11.945
1977-01-07,12.036
1977-01-08,12.033
1977-01-09,11.977
1977-01-10,11.912
1977-01-11,11.903
1977-01-12,11.942
1977-01-13,11.953
1977-01-14,11.939
1977-01-15,11.93
1977-01-16,11.917
1977-01-17,11.915
1977-01-18,11.989
1977-01-19,11.993
1977-01-20,11.99
1977-01-21,11.925
1977-01-22,11.883
1977-01-23,11.869
1977-01-24,11.88
1977-01-25,11.91
1977-01-26,11.906
1977-01-27,11.874
1977-01-28,11.771
1977-01-29,11.759
1977-01-30,11.765
1977-01-31,11.777
1977-02-01,11.793
1977-02-02,11.851
1977-02-03,11.895
1977-02-04,11.924
1977-02-05,11.918
1977-02-06,11.849
1977-02-07,11.852
1977-02-08,11.868
1977-02-09,11.919
1977-02-10,11.972
1977-02-11,12.064
1977-02-12,12.09
1977-02-13,12.152
1977-02-14,12.177
1977-02-15,12.21
1977-02-16,12.259
1977-02-17,12.289
1977-02-18,12.302
1977-02-19,12.382
1977-02-20,12.388
1977-02-21,12.358
1977-02-22,12.367
1977-02-23,12.374
1977-02-24,12.393
1977-02-25,12.348
1977-02-26,12.339
1977-02-27,12.35
1977-02-28,12.357
1977-03-01,12.333
1977-03-02,12.319
1977-03-03,12.302
1977-03-04,12.314
1977-03-05,12.404
1977-03-06,12.596
1977-03-07,12.745
1977-03-08,12.814
1977-03-09,12.843
1977-03-10,12.781
1977-03-11,12.812
1977-03-12,12.844
1977-03-13,12.903
1977-03-14,12.894
1977-03-15,12.899
1977-03-16,12.932
1977-03-17,12.96
1977-03-18,12.893
1977-03-19,12.788
1977-03-20,12.682
1977-03-21,12.709
1977-03-22,12.763
1977-03-23,12.867
1977-03-24,12.953
1977-03-25,13.039
1977-03-26,13.191
1977-03-27,13.303
1977-03-28,13.343
1977-03-29,13.338
1977-03-30,13.329
1977-03-31,13.25
1977-04-01,13.166
1977-04-02,13.13
1977-04-03,13.184
1977-04-04,13.263
1977-04-05,13.315
1977-04-06,13.391
1977-04-07,13.479
1977-04-08,13.542
1977-04-09,13.598
1977-04-10,13.642
1977-04-11,13.677
1977-04-12,13.742
1977-04-13,13.795
1977-04-14,13.851
1977-04-15,13.957
1977-04-16,14.043
1977-04-17,14.077
1977-04-18,14.1
1977-04-19,14.118
1977-04-20,14.144
1977-04-21,14.227
1977-04-22,14.247
1977-04-23,14.277
1977-04-24,14.272
1977-04-25,14.319
1977-04-26,14.366
1977-04-27,14.351
1977-04-28,14.331
1977-04-29,14.315
1977-04-30,14.298
1977-05-01,14.411
1977-05-02,14.476
1977-05-03,14.548
1977-05-04,14.523
1977-05-05,14.508
1977-05-06,14.508
1977-05-07,14.585
1977-05-08,14.678
1977-05-09,14.715
1977-05-10,14.747
1977-05-11,14.75
1977-05-12,14.75
1977-05-13,14.753
1977-05-14,14.808
1977-05-15,14.835
1977-05-16,14.86
1977-05-17,14.886
1977-05-18,14.955
1977-05-19,14.956
1977-05-20,14.948
1977-05-21,14.938
1977-05-22,14.935
1977-05-23,14.998
1977-05-24,15.075
1977-05-25,15.178
1977-05-26,15.256
1977-05-27,15.257
1977-05-28,15.243
1977-05-29,15.239
1977-05-30,15.247
1977-05-31,15.235
1977-06-01,15.303
1977-06-02,15.325
1977-06-03,15.44
1977-06-04,15.484
1977-06-05,15.556
1977-06-06,15.585
1977-06-07,15.578
1977-06-08,15.549
1977-06-09,15.508
1977-06-10,15.525
1977-06-11,15.563
1977-06-12,15.594
1977-06-13,15.612
1977-06-14,15.647
1977-06-15,15.689
1977-06-16,15.726
1977-06-17,15.748
1977-06-18,15.748
1977-06-19,15.688
1977-06-20,15.685
1977-06-21,15.666
1977-06-22,15.619
1977-06-23,15.655
1977-06-24,15.666
1977-06-25,15.677
1977-06-26,15.633
1977-06-27,15.652
1977-06-28,15.649
1977-06-29,15.631
1977-06-30,15.604
1977-07-01,15.584
1977-07-02,15.594
1977-07-03,15.608
1977-07-04,15.642
1977-07-05,15.606
1977-07-06,15.62
1977-07-07,15.649
1977-07-08,15.742
1977-07-09,15.764
1977-07-10,15.853
1977-07-11,15.889
1977-07-12,15.891
1977-07-13,15.889
1977-07-14,15.838
1977-07-15,15.802
1977-07-16,15.762
1977-07-17,15.77
1977-07-18,15.765
1977-07-19,15.798
1977-07-20,15.801
1977-07-21,15.875
1977-07-22,15.94
1977-07-23,15.923
1977-07-24,15.898
1977-07-25,15.893
1977-07-26,15.919
1977-07-27,15.971
1977-07-28,16.003
1977-07-29,16.001
1977-07-30,15.972
1977-07-31,15.963
1977-08-01,15.972
1977-08-02,15.958
1977-08-03,15.97
1977-08-04,15.957
1977-08-05,15.948
1977-08-06,15.936
1977-08-07,15.931
1977-08-08,15.888
1977-08-09,15.843
1977-08-10,15.806
1977-08-11,15.73
1977-08-12,15.64
1977-08-13,15.626
1977-08-14,15.588
1977-08-15,15.532
1977-08-16,15.587
1977-08-17,15.597
1977-08-18,15.617
1977-08-19,15.626
1977-08-20,15.611
1977-08-21,15.56
1977-08-22,15.551
1977-08-23,15.56
1977-08-24,15.51
1977-08-25,15.511
1977-08-26,15.479
1977-08-27,15.461
1977-08-28,15.409
1977-08-29,15.379
1977-08-30,15.309
1977-08-31,15.23
1977-09-01,15.162
1977-09-02,15.101
1977-09-03,15.086
1977-09-04,15.072
1977-09-05,15.061
1977-09-06,15.065
1977-09-07,15.086
1977-09-08,15.067
1977-09-09,15.052
1977-09-10,15.034
1977-09-11,15.038
1977-09-12,15.019
1977-09-13,14.95
1977-09-14,14.847
1977-09-15,14.826
1977-09-16,14.841
1977-09-17,14.834
1977-09-18,14.787
1977-09-19,14.761
1977-09-20,14.758
1977-09-21,14.704
1977-09-22,14.704
1977-09-23,14.638
1977-09-24,14.595
1977-09-25,14.578
1977-09-26,14.537
1977-09-27,14.479
1977-09-28,14.459
1977-09-29,14.38
1977-09-30,14.311
1977-10-01,14.219
1977-10-02,14.168
1977-10-03,14.105
1977-10-04,14.068
1977-10-05,14.037
1977-10-06,14.034
1977-10-07,13.987
1977-10-08,13.91
1977-10-09,13.874
1977-10-10,13.852
1977-10-11,13.817
1977-10-12,13.817
1977-10-13,13.805
1977-10-14,13.745
1977-10-15,13.697
1977-10-16,13.658
1977-10-17,13.69
1977-10-18,13.757
1977-10-19,13.736
1977-10-20,13.689
1977-10-21,13.61
1977-10-22,13.49
1977-10-23,13.414
1977-10-24,13.356
1977-10-25,13.411
1977-10-26,13.534
1977-10-27,13.562
1977-10-28,13.568
1977-10-29,13.586
1977-10-30,13.557
1977-10-31,13.441
1977-11-01,13.309
1977-11-02,13.27
1977-11-03,13.27
1977-11-04,13.261
1977-11-05,13.239
1977-11-06,13.194
1977-11-07,13.165
1977-11-08,13.077
1977-11-09,12.954
1977-11-10,12.879
1977-11-11,12.874
1977-11-12,12.904
1977-11-13,12.899
1977-11-14,12.859
1977-11-15,12.934
1977-11-16,12.992
1977-11-17,12.98
1977-11-18,12.875
1977-11-19,12.788
1977-11-20,12.708
1977-11-21,12.667
1977-11-22,12.675
1977-11-23,12.696
1977-11-24,12.669
1977-11-25,12.646
1977-11-26,12.619
1977-11-27,12.528
1977-11-28,12.45
1977-11-29,12.485
1977-11-30,12.525
1977-12-01,12.487
1977-12-02,12.501
1977-12-03,12.52
1977-12-04,12.494
1977-12-05,12.394
1977-12-06,12.259
1977-12-07,12.215
1977-12-08,12.167
1977-12-09,12.039
1977-12-10,11.95
1977-12-11,11.949
1977-12-12,11.986
1977-12-13,12.034
1977-12-14,12.103
1977-12-15,12.142
1977-12-16,12.152
1977-12-17,12.176
1977-12-18,12.146
1977-12-19,12.128
1977-12-20,12.083
1977-12-21,12.055
1977-12-22,12.055
1977-12-23,12.076
1977-12-24,12.043
1977-12-25,11.976
1977-12-26,11.934
1977-12-27,11.876
1977-12-28,11.922
1977-12-29,11.968
1977-12-30,11.961
1977-12-31,11.917
1978-01-01,11.865
1978-01-02,11.884
1978-01-03,11.959
1978-01-04,11.937
1978-01-05,11.926
1978-01-06,11.94
1978-01-07,11.912
1978-01-08,11.862
1978-01-09,11.784
1978-01-10,11.758
1978-01-11,11.794
1978-01-12,11.859
1978-01-13,11.958
1978-01-14,11.982
1978-01-15,11.908
1978-01-16,11.838
1978-01-17,11.846
1978-01-18,11.872
1978-01-19,11.937
1978-01-20,11.907
1978-01-21,11.857
1978-01-22,11.861
1978-01-23,11.875
1978-01-24,11.857
1978-01-25,11.868
1978-01-26,11.837
1978-01-27,11.818
1978-01-28,11.845
1978-01-29,11.878
1978-01-30,11.888
1978-01-31,11.86
1978-02-01,11.848
1978-02-02,11.806
1978-02-03,11.709
1978-02-04,11.681
1978-02-05,11.79
1978-02-06,11.858
1978-02-07,11.815
1978-02-08,11.799
1978-02-09,11.804
1978-02-10,11.844
1978-02-11,11.864
1978-02-12,11.979
1978-02-13,12.1
1978-02-14,12.19
1978-02-15,12.186
1978-02-16,12.242
1978-02-17,12.302
1978-02-18,12.355
1978-02-19,12.396
1978-02-20,12.447
1978-02-21,12.455
1978-02-22,12.509
1978-02-23,12.505
1978-02-24,12.476
1978-02-25,12.53
1978-02-26,12.55
1978-02-27,12.518
1978-02-28,12.481
1978-03-01,12.434
1978-03-02,12.409
1978-03-03,12.41
1978-03-04,12.349
1978-03-05,12.4
1978-03-06,12.428
1978-03-07,12.456
1978-03-08,12.466
1978-03-09,12.52
1978-03-10,12.622
1978-03-11,12.692
1978-03-12,12.713
1978-03-13,12.726
1978-03-14,12.738
1978-03-15,12.777
1978-03-16,12.836
1978-03-17,12.891
1978-03-18,12.974
1978-03-19,13.026
1978-03-20,13.057
1978-03-21,13.098
1978-03-22,13.14
1978-03-23,13.137
1978-03-24,13.108
1978-03-25,13.129
1978-03-26,13.161
1978-03-27,13.233
1978-03-28,13.293
1978-03-29,13.289
1978-03-30,13.318
1978-03-31,13.332
1978-04-01,13.346
1978-04-02,13.358
1978-04-03,13.441
1978-04-04,13.541
1978-04-05,13.557
1978-04-06,13.524
1978-04-07,13.506
1978-04-08,13.529
1978-04-09,13.551
1978-04-10,13.649
1978-04-11,13.742
1978-04-12,13.736
1978-04-13,13.705
1978-04-14,13.679
1978-04-15,13.669
1978-04-16,13.715
1978-04-17,13.807
1978-04-18,13.896
1978-04-19,13.97
1978-04-20,13.979
1978-04-21,14.047
1978-04-22,14.102
1978-04-23,14.11
1978-04-24,14.191
1978-04-25,14.246
1978-04-26,14.218
1978-04-27,14.21
1978-04-28,14.239
1978-04-29,14.226
1978-04-30,14.259
1978-05-01,14.271
1978-05-02,14.25
1978-05-03,14.286
1978-05-04,14.276
1978-05-05,14.314
1978-05-06,14.388
1978-05-07,14.427
1978-05-08,14.457
1978-05-09,14.516
1978-05-10,14.554
1978-05-11,14.606
1978-05-12,14.686
1978-05-13,14.752
1978-05-14,14.765
1978-05-15,14.792
1978-05-16,14.815
1978-05-17,14.813
1978-05-18,14.853
1978-05-19,14.929
1978-05-20,14.961
1978-05-21,14.977
1978-05-22,14.967
1978-05-23,14.969
1978-05-24,14.983
1978-05-25,15.027
1978-05-26,15.119
1978-05-27,15.163
1978-05-28,15.184
1978-05-29,15.194
1978-05-30,15.169
1978-05-31,15.145
1978-06-01,15.129
1978-06-02,15.115
1978-06-03,15.139
1978-06-04,15.2
1978-06-05,15.195
1978-06-06,15.224
1978-06-07,15.244
1978-06-08,15.204
1978-06-09,15.153
1978-06-10,15.146
1978-06-11,15.123
1978-06-12,15.152
1978-06-13,15.134
1978-06-14,15.167
1978-06-15,15.276
1978-06-16,15.38
1978-06-17,15.468
1978-06-18,15.549
1978-06-19,15.563
1978-06-20,15.526
1978-06-21,15.536
1978-06-22,15.577
1978-06-23,15.553
1978-06-24,15.523
1978-06-25,15.519
1978-06-26,15.563
1978-06-27,15.64
1978-06-28,15.721
1978-06-29,15.77
1978-06-30,15.693
1978-07-01,15.672
1978-07-02,15.648
1978-07-03,15.599
1978-07-04,15.534
1978-07-05,15.612
1978-07-06,15.661
1978-07-07,15.654
1978-07-08,15.62
1978-07-09,15.618
1978-07-10,15.644
1978-07-11,15.643
1978-07-12,15.676
1978-07-13,15.732
1978-07-14,15.815
1978-07-15,15.839
1978-07-16,15.81
1978-07-17,15.805
1978-07-18,15.742
1978-07-19,15.721
1978-07-20,15.755
1978-07-21,15.785
1978-07-22,15.832
1978-07-23,15.837
1978-07-24,15.803
1978-07-25,15.846
1978-07-26,15.852
1978-07-27,15.796
1978-07-28,15.805
1978-07-29,15.841
1978-07-30,15.777
1978-07-31,15.685
1978-08-01,15.608
1978-08-02,15.602
1978-08-03,15.602
1978-08-04,15.566
1978-08-05,15.594
1978-08-06,15.632
1978-08-07,15.629
1978-08-08,15.614
1978-08-09,15.584
1978-08-10,15.558
1978-08-11,15.488
1978-08-12,15.469
1978-08-13,15.433
1978-08-14,15.403
1978-08-15,15.358
1978-08-16,15.412
1978-08-17,15.478
1978-08-18,15.406
1978-08-19,15.339
1978-08-20,15.283
1978-08-21,15.287
1978-08-22,15.29
1978-08-23,15.237
1978-08-24,15.201
1978-08-25,15.146
1978-08-26,15.199
1978-08-27,15.157
1978-08-28,15.212
1978-08-29,15.201
1978-08-30,15.174
1978-08-31,15.14
1978-09-01,15.138
1978-09-02,15.181
1978-09-03,15.183
1978-09-04,15.128
1978-09-05,15.116
1978-09-06,15.065
1978-09-07,14.965
1978-09-08,14.933
1978-09-09,14.872
1978-09-10,14.897
1978-09-11,14.885
1978-09-12,14.833
1978-09-13,14.759
1978-09-14,14.734
1978-09-15,14.72
1978-09-16,14.769
1978-09-17,14.715
1978-09-18,14.693
1978-09-19,14.726
1978-09-20,14.695
1978-09-21,14.686
1978-09-22,14.694
1978-09-23,14.636
1978-09-24,14.617
1978-09-25,14.621
1978-09-26,14.552
1978-09-27,14.484
1978-09-28,14.461
1978-09-29,14.411
1978-09-30,14.394
1978-10-01,14.356
1978-10-02,14.266
1978-10-03,14.131
1978-10-04,14.053
1978-10-05,13.989
1978-10-06,13.937
1978-10-07,13.91
1978-10-08,13.897
1978-10-09,13.896
1978-10-10,13.913
1978-10-11,13.947
1978-10-12,13.93
1978-10-13,13.882
1978-10-14,13.891
1978-10-15,13.878
1978-10-16,13.84
1978-10-17,13.755
1978-10-18,13.678
1978-10-19,13.618
1978-10-20,13.597
1978-10-21,13.579
1978-10-22,13.53
1978-10-23,13.55
1978-10-24,13.569
1978-10-25,13.514
1978-10-26,13.462
1978-10-27,13.381
1978-10-28,13.387
1978-10-29,13.435
1978-10-30,13.438
1978-10-31,13.47
1978-11-01,13.474
1978-11-02,13.439
1978-11-03,13.354
1978-11-04,13.306
1978-11-05,13.269
1978-11-06,13.265
1978-11-07,13.22
1978-11-08,13.163
1978-11-09,13.075
1978-11-10,12.899
1978-11-11,12.778
1978-11-12,12.778
1978-11-13,12.797
1978-11-14,12.835
1978-11-15,12.804
1978-11-16,12.771
1978-11-17,12.765
1978-11-18,12.688
1978-11-19,12.574
1978-11-20,12.593
1978-11-21,12.611
1978-11-22,12.669
1978-11-23,12.684
1978-11-24,12.716
1978-11-25,12.663
1978-11-26,12.545
1978-11-27,12.422
1978-11-28,12.419
1978-11-29,12.426
1978-11-30,12.38
1978-12-01,12.356
1978-12-02,12.341
1978-12-03,12.344
1978-12-04,12.388
1978-12-05,12.383
1978-12-06,12.367
1978-12-07,12.357
1978-12-08,12.282
1978-12-09,12.232
1978-12-10,12.145
1978-12-11,12.131
1978-12-12,12.165
1978-12-13,12.122
1978-12-14,12.129
1978-12-15,12.165
1978-12-16,12.118
1978-12-17,12.023
1978-12-18,11.932
1978-12-19,11.997
1978-12-20,12.012
1978-12-21,12.0
1978-12-22,11.954
1978-12-23,11.973
1978-12-24,12.036
1978-12-25,12.083
1978-12-26,12.099
1978-12-27,12.078
1978-12-28,12.114
1978-12-29,12.065
1978-12-30,12.031
1978-12-31,12.042
1979-01-01,12.042
1979-01-02,12.035
1979-01-03,12.011
1979-01-04,11.988
1979-01-05,12.038
1979-01-06,12.064
1979-01-07,12.038
1979-01-08,12.018
1979-01-09,12.013
1979-01-10,11.992
1979-01-11,11.993
1979-01-12,12.035
1979-01-13,12.028
1979-01-14,11.962
1979-01-15,11.927
1979-01-16,11.96
1979-01-17,12.076
1979-01-18,12.107
1979-01-19,12.095
1979-01-20,12.135
1979-01-21,12.143
1979-01-22,12.109
1979-01-23,12.057
1979-01-24,12.086
1979-01-25,12.064
1979-01-26,12.071
1979-01-27,12.08
1979-01-28,11.993
1979-01-29,11.873
1979-01-30,11.764
1979-01-31,11.729
1979-02-01,11.767
1979-02-02,11.821
1979-02-03,11.844
1979-02-04,11.831
1979-02-05,11.793
1979-02-06,11.837
1979-02-07,11.918
1979-02-08,11.948
1979-02-09,11.959
1979-02-10,11.976
1979-02-11,12.02
1979-02-12,12.026
1979-02-13,11.994
1979-02-14,12.011
1979-02-15,12.021
1979-02-16,11.958
1979-02-17,11.992
1979-02-18,12.065
1979-02-19,12.132
1979-02-20,12.207
1979-02-21,12.241
1979-02-22,12.215
1979-02-23,12.212
1979-02-24,12.197
1979-02-25,12.188
1979-02-26,12.248
1979-02-27,12.325
1979-02-28,12.348
1979-03-01,12.339
1979-03-02,12.365
1979-03-03,12.485
1979-03-04,12.518
1979-03-05,12.542
1979-03-06,12.625
1979-03-07,12.616
1979-03-08,12.637
1979-03-09,12.632
1979-03-10,12.634
1979-03-11,12.654
1979-03-12,12.657
1979-03-13,12.671
1979-03-14,12.738
1979-03-15,12.809
1979-03-16,12.862
1979-03-17,12.908
1979-03-18,12.99
1979-03-19,13.114
1979-03-20,13.219
1979-03-21,13.237
1979-03-22,13.337
1979-03-23,13.356
1979-03-24,13.305
1979-03-25,13.236
1979-03-26,13.229
1979-03-27,13.266
1979-03-28,13.327
1979-03-29,13.319
1979-03-30,13.386
1979-03-31,13.427
1979-04-01,13.448
1979-04-02,13.417
1979-04-03,13.415
1979-04-04,13.436
1979-04-05,13.433
1979-04-06,13.464
1979-04-07,13.511
1979-04-08,13.595
1979-04-09,13.607
1979-04-10,13.572
1979-04-11,13.615
1979-04-12,13.671
1979-04-13,13.692
1979-04-14,13.746
1979-04-15,13.837
1979-04-16,13.883
1979-04-17,13.89
1979-04-18,13.9
1979-04-19,13.964
1979-04-20,14.039
1979-04-21,14.065
1979-04-22,14.038
1979-04-23,14.102
1979-04-24,14.22
1979-04-25,14.285
1979-04-26,14.265
1979-04-27,14.275
1979-04-28,14.29
1979-04-29,14.314
1979-04-30,14.272
1979-05-01,14.305
1979-05-02,14.332
1979-05-03,14.408
1979-05-04,14.362
1979-05-05,14.327
1979-05-06,14.376
1979-05-07,14.435
1979-05-08,14.504
1979-05-09,14.569
1979-05-10,14.642
1979-05-11,14.67
1979-05-12,14.679
1979-05-13,14.69
1979-05-14,14.687
1979-05-15,14.781
1979-05-16,14.892
1979-05-17,14.941
1979-05-18,14.964
1979-05-19,14.921
1979-05-20,14.999
1979-05-21,15.074
1979-05-22,15.064
1979-05-23,15.102
1979-05-24,15.089
1979-05-25,15.115
1979-05-26,15.135
1979-05-27,15.128
1979-05-28,15.115
1979-05-29,15.184
1979-05-30,15.19
1979-05-31,15.17
1979-06-01,15.223
1979-06-02,15.258
1979-06-03,15.315
1979-06-04,15.403
1979-06-05,15.376
1979-06-06,15.371
1979-06-07,15.384
1979-06-08,15.396
1979-06-09,15.424
1979-06-10,15.456
1979-06-11,15.472
1979-06-12,15.502
1979-06-13,15.505
1979-06-14,15.483
1979-06-15,15.484
1979-06-16,15.489
1979-06-17,15.56
1979-06-18,15.634
1979-06-19,15.707
1979-06-20,15.74
1979-06-21,15.716
1979-06-22,15.702
1979-06-23,15.697
1979-06-24,15.716
1979-06-25,15.704
1979-06-26,15.708
1979-06-27,15.721
1979-06-28,15.726
1979-06-29,15.733
1979-06-30,15.732
1979-07-01,15.708
1979-07-02,15.693
1979-07-03,15.693
1979-07-04,15.658
1979-07-05,15.643
1979-07-06,15.672
1979-07-07,15.711
1979-07-08,15.751
1979-07-09,15.752
1979-07-10,15.773
1979-07-11,15.789
1979-07-12,15.764
1979-07-13,15.714
1979-07-14,15.706
1979-07-15,15.698
1979-07-16,15.694
1979-07-17,15.765
1979-07-18,15.751
1979-07-19,15.725
1979-07-20,15.743
1979-07-21,15.77
1979-07-22,15.771
1979-07-23,15.752
1979-07-24,15.721
1979-07-25,15.671
1979-07-26,15.67
1979-07-27,15.686
1979-07-28,15.708
1979-07-29,15.727
1979-07-30,15.814
1979-07-31,15.851
1979-08-01,15.812
1979-08-02,15.818
1979-08-03,15.808
1979-08-04,15.836
1979-08-05,15.914
1979-08-06,15.985
1979-08-07,16.0
1979-08-08,16.063
1979-08-09,16.042
1979-08-10,15.983
1979-08-11,15.92
1979-08-12,15.867
1979-08-13,15.839
1979-08-14,15.815
1979-08-15,15.83
1979-08-16,15.845
1979-08-17,15.822
1979-08-18,15.713
1979-08-19,15.623
1979-08-20,15.623
1979-08-21,15.575
1979-08-22,15.524
1979-08-23,15.494
1979-08-24,15.492
1979-08-25,15.461
1979-08-26,15.348
1979-08-27,15.324
1979-08-28,15.311
1979-08-29,15.307
1979-08-30,15.322
1979-08-31,15.383
1979-09-01,15.389
1979-09-02,15.347
1979-09-03,15.341
1979-09-04,15.267
1979-09-05,15.163
1979-09-06,15.129
1979-09-07,15.16
1979-09-08,15.205
1979-09-09,15.206
1979-09-10,15.156
1979-09-11,15.108
1979-09-12,15.107
1979-09-13,15.078
1979-09-14,15.034
1979-09-15,15.001
1979-09-16,14.977
1979-09-17,14.961
1979-09-18,14.999
1979-09-19,15.041
1979-09-20,15.032
1979-09-21,15.046
1979-09-22,15.05
1979-09-23,15.011
1979-09-24,14.971
1979-09-25,14.955
1979-09-26,14.96
1979-09-27,14.894
1979-09-28,14.848
1979-09-29,14.8
1979-09-30,14.731
1979-10-01,14.669
1979-10-02,14.641
1979-10-03,14.619
1979-10-04,14.585
1979-10-05,14.554
1979-10-06,14.541
1979-10-07,14.518
1979-10-08,14.488
1979-10-09,14.386
1979-10-10,14.325
1979-10-11,14.359
1979-10-12,14.366
1979-10-13,14.289
1979-10-14,14.271
1979-10-15,14.203
1979-10-16,14.177
1979-10-17,14.105
1979-10-18,14.01
1979-10-19,13.94
1979-10-20,13.909
1979-10-21,13.845
1979-10-22,13.775
1979-10-23,13.754
1979-10-24,13.718
1979-10-25,13.69
1979-10-26,13.629
1979-10-27,13.505
1979-10-28,13.408
1979-10-29,13.392
1979-10-30,13.401
1979-10-31,13.364
1979-11-01,13.324
1979-11-02,13.303
1979-11-03,13.211
1979-11-04,13.143
1979-11-05,13.088
1979-11-06,13.017
1979-11-07,13.005
1979-11-08,12.977
1979-11-09,12.928
1979-11-10,12.846
1979-11-11,12.771
1979-11-12,12.762
1979-11-13,12.815
1979-11-14,12.866
1979-11-15,12.931
1979-11-16,13.014
1979-11-17,13.028
1979-11-18,13.014
1979-11-19,12.964
1979-11-20,12.949
1979-11-21,12.949
1979-11-22,12.948
1979-11-23,12.966
1979-11-24,13.031
1979-11-25,13.068
1979-11-26,13.022
1979-11-27,12.978
1979-11-28,12.917
1979-11-29,12.843
1979-11-30,12.793
1979-12-01,12.759
1979-12-02,12.755
1979-12-03,12.795
1979-12-04,12.841
1979-12-05,12.897
1979-12-06,12.93
1979-12-07,12.872
1979-12-08,12.783
1979-12-09,12.736
1979-12-10,12.699
1979-12-11,12.657
1979-12-12,12.578
1979-12-13,12.489
1979-12-14,12.457
1979-12-15,12.416
1979-12-16,12.39
1979-12-17,12.372
1979-12-18,12.354
1979-12-19,12.382
1979-12-20,12.393
1979-12-21,12.408
1979-12-22,12.372
1979-12-23,12.348
1979-12-24,12.386
1979-12-25,12.445
1979-12-26,12.489
1979-12-27,12.446
1979-12-28,12.384
1979-12-29,12.334
1979-12-30,12.27
1979-12-31,12.177
1980-01-01,12.107
1980-01-02,12.062
1980-01-03,11.991
